id,customer_id,purchased_at,category,product_id,price
288656,22722,2020-07-12 19:32:39+00:00,Furniture,B_594210,22500
289956,31043,2020-07-12 19:36:07+00:00,Furniture,B_406510,206400
292647,66561,2020-07-12 19:39:29+00:00,Furniture,B_468210,368200
291413,77233,2020-07-12 19:41:34+00:00,Furniture,B_684510,427000
291479,70539,2020-07-12 19:44:37+00:00,Furniture,B_409510,61200
292806,52826,2020-07-12 19:46:33+00:00,Furniture,B_684510,427000
288981,40708,2020-07-12 19:49:13+00:00,Furniture,B_406540,932000
290375,46459,2020-07-12 19:55:29+00:00,Furniture,B_475510,258900
291768,51138,2020-07-12 19:58:07+00:00,Furniture,B_672550,115200
289168,65538,2020-07-12 19:59:39+00:00,Furniture,B_729210,848900
289218,26881,2020-07-12 20:01:43+00:00,Furniture,B_712510,558000
291986,32858,2020-07-12 20:06:17+00:00,Furniture,B_685510,494200
292087,55670,2020-07-12 20:11:46+00:00,Furniture,B_729510,353700
289408,21687,2020-07-12 20:11:47+00:00,Furniture,B_451210,365400
290760,17326,2020-07-12 20:13:08+00:00,Education,C_933360,773300
289471,63865,2020-07-12 20:15:14+00:00,Education,C_97210,158000
289783,6542,2020-07-12 20:28:19+00:00,Furniture,B_617410,632500
289800,47084,2020-07-12 20:29:03+00:00,Furniture,B_431210,971400
289891,35873,2020-07-12 20:33:35+00:00,Furniture,B_684540,74400
289920,34369,2020-07-12 20:34:40+00:00,Furniture,B_684370,551000
289959,20002,2020-07-12 20:36:22+00:00,Furniture,B_32210,473700
292606,40169,2020-07-12 20:37:47+00:00,Furniture,B_251210,898900
290220,47907,2020-07-12 20:48:31+00:00,Furniture,B_451510,132100
290354,75220,2020-07-12 20:54:30+00:00,Furniture,B_728460,332200
293021,86290,2020-07-12 20:55:39+00:00,Furniture,B_686210,685600
291872,49256,2020-07-12 21:01:56+00:00,Education,C_9370,254500
294521,31710,2020-07-12 21:06:30+00:00,Education,C_951510,786800
292021,15390,2020-07-12 21:08:01+00:00,Furniture,B_749390,112100
293352,60189,2020-07-12 21:12:55+00:00,Furniture,B_626210,309400
293407,30057,2020-07-12 21:15:39+00:00,Furniture,B_409360,991300
292288,87941,2020-07-12 21:21:16+00:00,Furniture,B_670390,98400
291038,40676,2020-07-12 21:25:22+00:00,Furniture,B_686380,363400
292374,47094,2020-07-12 21:26:09+00:00,Furniture,B_103360,505300
292425,82875,2020-07-12 21:29:04+00:00,Furniture,B_886570,615900
295066,29008,2020-07-12 21:35:03+00:00,Furniture,B_619380,972800
295172,17478,2020-07-12 21:40:52+00:00,Furniture,B_870510,226000
295381,83730,2020-07-12 21:51:02+00:00,Furniture,B_684460,280600
294199,14337,2020-07-12 21:51:40+00:00,Furniture,B_248510,639300
291832,45965,2020-07-12 22:00:28+00:00,Furniture,B_708210,97400
295797,53853,2020-07-12 22:08:32+00:00,Furniture,B_451510,132100
294621,84203,2020-07-12 22:12:31+00:00,Education,C_95210,844200
292142,40518,2020-07-12 22:14:12+00:00,Furniture,B_870360,665100
294662,68610,2020-07-12 22:14:17+00:00,Furniture,B_475210,313100
294723,40568,2020-07-12 22:17:36+00:00,Furniture,B_746210,330100
293511,38410,2020-07-12 22:20:22+00:00,Furniture,B_737540,956100
293540,75448,2020-07-12 22:21:44+00:00,Furniture,B_431510,421900
293594,50681,2020-07-12 22:24:01+00:00,Furniture,B_617210,978900
292504,42748,2020-07-12 22:32:44+00:00,Furniture,B_892210,573500
295097,31971,2020-07-12 22:37:06+00:00,Furniture,B_1173510,57800
292589,84316,2020-07-12 22:37:13+00:00,Furniture,B_699510,283900
292593,22994,2020-07-12 22:37:18+00:00,Furniture,B_451510,132100
294267,35354,2020-07-12 22:55:25+00:00,Furniture,B_891510,858800
293133,18272,2020-07-12 23:01:16+00:00,Furniture,B_72510,100800
294437,21166,2020-07-12 23:03:22+00:00,Furniture,B_741210,369400
295750,54593,2020-07-12 23:06:26+00:00,Furniture,B_421390,503200
295756,52598,2020-07-12 23:06:40+00:00,Furniture,B_462210,705300
297462,39105,2020-07-12 23:23:21+00:00,Furniture,B_617380,233900
293595,83730,2020-07-12 23:24:04+00:00,Furniture,B_684400,494500
294906,70958,2020-07-12 23:26:55+00:00,Furniture,B_251600,151400
294986,39041,2020-07-12 23:30:56+00:00,Furniture,B_687510,73700
296291,77183,2020-07-12 23:31:09+00:00,Furniture,B_883510,261100
293785,60544,2020-07-12 23:32:22+00:00,Education,C_94210,20200
296357,25032,2020-07-12 23:34:07+00:00,Furniture,B_617510,128400
298104,78555,2020-07-12 23:51:29+00:00,Furniture,B_32210,473700
294229,57059,2020-07-12 23:53:02+00:00,Furniture,B_476510,541800
295497,70524,2020-07-12 23:56:05+00:00,Furniture,B_466380,191600
298269,35680,2020-07-12 23:57:38+00:00,Furniture,B_617530,716400
295643,22614,2020-07-13 00:02:01+00:00,Furniture,B_684510,427000
298518,42686,2020-07-13 00:08:08+00:00,Furniture,B_406210,190400
298921,50269,2020-07-13 00:26:51+00:00,Furniture,B_56210,444100
297769,60647,2020-07-13 00:37:37+00:00,Furniture,B_687210,607600
296438,33285,2020-07-13 00:37:56+00:00,Furniture,B_686210,685600
296523,46349,2020-07-13 00:42:03+00:00,Furniture,B_684510,427000
298175,31095,2020-07-13 00:54:17+00:00,Education,C_932510,664300
295550,50460,2020-07-13 00:57:49+00:00,Education,C_933510,524500
295712,19429,2020-07-13 01:04:32+00:00,Education,C_962510,777000
295809,42416,2020-07-13 01:09:07+00:00,Furniture,B_734400,509800
297183,18176,2020-07-13 01:11:23+00:00,Furniture,B_746400,148900
295999,74433,2020-07-13 01:17:26+00:00,Furniture,B_251210,898900
298857,38717,2020-07-13 01:23:43+00:00,Furniture,B_251550,767200
298904,33843,2020-07-13 01:26:03+00:00,Furniture,B_428210,864500
297525,21617,2020-07-13 01:26:38+00:00,Education,C_9540,452500
296327,37166,2020-07-13 01:32:29+00:00,Furniture,B_473510,263200
296374,58724,2020-07-13 01:34:34+00:00,Furniture,B_478510,643800
297903,54317,2020-07-13 01:42:40+00:00,Furniture,B_748510,847800
299286,51509,2020-07-13 01:45:36+00:00,Furniture,B_741510,523100
297996,22198,2020-07-13 01:46:30+00:00,Furniture,B_878510,390700
299542,35042,2020-07-13 01:58:27+00:00,Furniture,B_406510,206400
297384,61715,2020-07-13 02:19:45+00:00,Furniture,B_871510,110800
297504,42663,2020-07-13 02:25:46+00:00,Furniture,B_694210,674200
297599,51138,2020-07-13 02:29:23+00:00,Furniture,B_672540,912500
297750,82289,2020-07-13 02:36:56+00:00,Furniture,B_694530,483000
297833,64128,2020-07-13 02:40:18+00:00,Education,C_9510,810000
297924,53721,2020-07-13 02:43:38+00:00,Furniture,B_662510,779400
301005,18890,2020-07-13 02:44:36+00:00,Furniture,B_428510,421300
300359,26262,2020-07-13 02:45:18+00:00,Furniture,B_734540,115600
299352,59285,2020-07-13 02:48:23+00:00,Furniture,B_692510,973600
299358,61356,2020-07-13 02:48:43+00:00,Furniture,B_406510,206400
298103,48916,2020-07-13 02:51:26+00:00,Furniture,B_251370,128600
299415,52856,2020-07-13 02:51:44+00:00,Furniture,B_890210,639900
298398,33916,2020-07-13 03:03:12+00:00,Furniture,B_683400,401600
298504,51314,2020-07-13 03:07:17+00:00,Furniture,B_661380,926500
298831,32521,2020-07-13 03:22:39+00:00,Furniture,B_8510,685000
299989,33809,2020-07-13 03:22:59+00:00,Furniture,B_46210,245000
301337,24163,2020-07-13 03:27:16+00:00,Furniture,B_607210,229500
300164,23464,2020-07-13 03:33:10+00:00,Furniture,B_686380,363400
299093,12291,2020-07-13 03:36:16+00:00,Furniture,B_872210,318000
299365,83545,2020-07-13 03:49:02+00:00,Furniture,B_617210,978900
299377,36837,2020-07-13 03:49:32+00:00,Furniture,B_251360,250600
300445,41271,2020-07-13 03:53:07+00:00,Furniture,B_615380,376500
301694,36099,2020-07-13 04:29:48+00:00,Furniture,B_617210,978900
301500,56771,2020-07-13 04:51:37+00:00,Furniture,B_712400,403000
300485,5474,2020-07-13 04:56:11+00:00,Furniture,B_152510,637100
300493,44460,2020-07-13 04:56:50+00:00,Furniture,B_617210,978900
300522,1564,2020-07-13 04:59:22+00:00,Furniture,B_32210,473700
300971,48607,2020-07-13 05:41:06+00:00,Education,C_932510,664300
301826,27564,2020-07-13 06:10:23+00:00,Furniture,B_70210,15900
301238,46718,2020-07-13 06:10:36+00:00,Furniture,B_607210,229500
301835,52105,2020-07-13 06:12:41+00:00,Furniture,B_872210,318000
301367,46133,2020-07-13 06:30:55+00:00,Furniture,B_66210,44800
301711,42748,2020-07-13 06:35:29+00:00,Furniture,B_686510,457900
302205,43177,2020-07-13 06:41:54+00:00,Furniture,B_251210,898900
302322,69712,2020-07-13 06:59:09+00:00,Furniture,B_687510,73700
302339,24143,2020-07-13 07:02:28+00:00,Furniture,B_684400,494500
302144,31694,2020-07-13 07:34:38+00:00,Furniture,B_617460,509300
302237,25709,2020-07-13 07:46:49+00:00,Furniture,B_101210,235900
302266,25463,2020-07-13 07:50:42+00:00,Furniture,B_685210,568800
302346,54436,2020-07-13 08:03:06+00:00,Furniture,B_729380,666200
303425,28834,2020-07-13 08:33:20+00:00,Furniture,B_1186380,217900
302011,15451,2020-07-13 09:08:48+00:00,Furniture,B_909210,323800
304128,48694,2020-07-13 09:10:26+00:00,Furniture,B_670210,46000
304243,82688,2020-07-13 09:17:47+00:00,Furniture,B_452510,425800
302501,17923,2020-07-13 09:18:22+00:00,Furniture,B_451210,365400
302368,54443,2020-07-13 10:05:27+00:00,Furniture,B_251510,296800
302394,59675,2020-07-13 10:08:17+00:00,Furniture,B_750510,350800
302424,44613,2020-07-13 10:10:23+00:00,Education,C_95210,844200
304262,67448,2020-07-13 10:18:48+00:00,Furniture,B_672510,963000
305582,76668,2020-07-13 10:24:22+00:00,Furniture,B_1185380,731700
302631,78477,2020-07-13 10:29:53+00:00,Furniture,B_1156210,110200
304534,66971,2020-07-13 10:31:55+00:00,Furniture,B_709510,707900
304658,24593,2020-07-13 10:38:58+00:00,Furniture,B_746210,330100
303571,57031,2020-07-13 10:40:13+00:00,Furniture,B_451380,928800
304749,9749,2020-07-13 10:43:52+00:00,Furniture,B_684530,699800
304935,14658,2020-07-13 10:53:16+00:00,Furniture,B_466510,448100
305030,49150,2020-07-13 10:56:48+00:00,Furniture,B_746570,756000
306571,28488,2020-07-13 11:04:33+00:00,Furniture,B_662210,108700
306638,49994,2020-07-13 11:07:33+00:00,Furniture,B_734510,436300
306990,59948,2020-07-13 11:22:25+00:00,Furniture,B_661370,306400
304622,74915,2020-07-13 11:36:17+00:00,Furniture,B_620360,409400
303492,54748,2020-07-13 11:36:33+00:00,Furniture,B_1174510,540200
303532,90714,2020-07-13 11:37:57+00:00,Furniture,B_451400,815600
303551,57815,2020-07-13 11:38:52+00:00,Furniture,B_620580,715500
307439,59280,2020-07-13 11:40:30+00:00,Furniture,B_101380,866500
304776,3076,2020-07-13 11:45:42+00:00,Furniture,B_734540,115600
303707,58359,2020-07-13 11:46:56+00:00,Furniture,B_684510,427000
303778,67464,2020-07-13 11:51:04+00:00,Furniture,B_13510,930700
306340,40591,2020-07-13 11:55:37+00:00,Furniture,B_733510,593100
305038,44627,2020-07-13 11:57:11+00:00,Furniture,B_686360,34200
306416,28699,2020-07-13 11:58:10+00:00,Furniture,B_617210,978900
306439,45358,2020-07-13 11:59:04+00:00,Furniture,B_741510,523100
306463,49331,2020-07-13 12:00:23+00:00,Furniture,B_871210,647900
306555,42999,2020-07-13 12:04:01+00:00,Furniture,B_682510,241100
306679,40573,2020-07-13 12:09:48+00:00,Furniture,B_710510,747900
305586,55396,2020-07-13 12:24:30+00:00,Furniture,B_1185210,54100
307073,27412,2020-07-13 12:25:47+00:00,Furniture,B_684510,427000
308809,34587,2020-07-13 12:31:12+00:00,Furniture,B_432580,617100
307224,18125,2020-07-13 12:31:30+00:00,Furniture,B_899210,553100
307229,33678,2020-07-13 12:31:53+00:00,Furniture,B_421210,556500
308874,64795,2020-07-13 12:33:12+00:00,Furniture,B_870210,746000
305889,82753,2020-07-13 12:35:11+00:00,Furniture,B_734510,436300
305970,68888,2020-07-13 12:38:28+00:00,Furniture,B_687360,139700
306052,78347,2020-07-13 12:42:08+00:00,Furniture,B_1243380,277900
307531,34872,2020-07-13 12:43:40+00:00,Furniture,B_685210,568800
308020,42686,2020-07-13 13:01:32+00:00,Furniture,B_734520,196800
309777,79245,2020-07-13 13:05:11+00:00,Furniture,B_739210,672300
306657,33048,2020-07-13 13:08:53+00:00,Furniture,B_617510,128400
310117,57952,2020-07-13 13:17:01+00:00,Education,C_95210,844200
310205,35143,2020-07-13 13:19:58+00:00,Furniture,B_871510,110800
307001,35684,2020-07-13 13:22:50+00:00,Furniture,B_879210,497800
310324,31853,2020-07-13 13:24:02+00:00,Education,C_916510,195100
305715,55904,2020-07-13 13:29:13+00:00,Furniture,B_684210,285200
308771,40983,2020-07-13 13:29:56+00:00,Furniture,B_661210,923500
305747,31813,2020-07-13 13:30:35+00:00,Furniture,B_741380,94500
308803,82661,2020-07-13 13:30:59+00:00,Furniture,B_77400,482300
308889,50302,2020-07-13 13:33:49+00:00,Furniture,B_468210,368200
309078,34292,2020-07-13 13:41:42+00:00,Furniture,B_466510,448100
306205,66228,2020-07-13 13:49:14+00:00,Furniture,B_684380,872600
311497,36872,2020-07-13 14:04:58+00:00,Furniture,B_728360,419800
310037,63396,2020-07-13 14:14:31+00:00,Furniture,B_915360,413600
311847,60692,2020-07-13 14:18:22+00:00,Furniture,B_713210,363700
306920,29877,2020-07-13 14:20:15+00:00,Furniture,B_617210,978900
310231,40645,2020-07-13 14:21:00+00:00,Furniture,B_462210,705300
306958,30613,2020-07-13 14:21:35+00:00,Furniture,B_686210,685600
311989,28103,2020-07-13 14:23:55+00:00,Furniture,B_251400,636800
307058,65098,2020-07-13 14:25:18+00:00,Furniture,B_620360,409400
310738,51712,2020-07-13 14:38:55+00:00,Furniture,B_482370,258400
310830,25290,2020-07-13 14:42:03+00:00,Furniture,B_686210,685600
311124,30641,2020-07-13 14:53:15+00:00,Furniture,B_909540,791600
308185,59737,2020-07-13 15:07:36+00:00,Education,C_95210,844200
309897,50191,2020-07-13 15:08:50+00:00,Furniture,B_643210,712400
308373,54806,2020-07-13 15:15:05+00:00,Furniture,B_617210,978900
311776,41601,2020-07-13 15:15:32+00:00,Furniture,B_902510,451000
312000,48971,2020-07-13 15:24:22+00:00,Furniture,B_436210,88200
308619,47166,2020-07-13 15:24:28+00:00,Furniture,B_617210,978900
312018,53717,2020-07-13 15:25:00+00:00,Education,C_916510,195100
313770,42497,2020-07-13 15:27:03+00:00,Furniture,B_749510,599700
313781,29658,2020-07-13 15:27:34+00:00,Furniture,B_468510,624700
310549,9890,2020-07-13 15:32:15+00:00,Furniture,B_687460,568200
312220,19190,2020-07-13 15:32:27+00:00,Furniture,B_430210,906800
313937,47776,2020-07-13 15:33:22+00:00,Furniture,B_476210,532400
310809,35143,2020-07-13 15:41:19+00:00,Furniture,B_451210,365400
314188,63654,2020-07-13 15:41:55+00:00,Furniture,B_873360,377400
309162,25813,2020-07-13 15:44:38+00:00,Furniture,B_728380,817700
314295,37186,2020-07-13 15:46:37+00:00,Furniture,B_32560,516900
312900,53075,2020-07-13 15:56:20+00:00,Furniture,B_475210,313100
313004,30564,2020-07-13 15:59:55+00:00,Furniture,B_708210,97400
314827,45990,2020-07-13 16:03:31+00:00,Furniture,B_70210,15900
309780,76668,2020-07-13 16:05:16+00:00,Furniture,B_738520,326800
309791,64572,2020-07-13 16:05:41+00:00,Furniture,B_620360,409400
313208,36838,2020-07-13 16:06:35+00:00,Furniture,B_662510,779400
315069,73619,2020-07-13 16:10:18+00:00,Furniture,B_626210,309400
310060,77881,2020-07-13 16:15:21+00:00,Furniture,B_662210,108700
310101,45372,2020-07-13 16:16:43+00:00,Furniture,B_684510,427000
315469,48462,2020-07-13 16:23:56+00:00,Furniture,B_617510,128400
310424,34583,2020-07-13 16:27:50+00:00,Furniture,B_734510,436300
312165,29361,2020-07-13 16:30:21+00:00,Furniture,B_1280210,457100
315667,66209,2020-07-13 16:30:37+00:00,Furniture,B_684360,910100
313902,61475,2020-07-13 16:32:12+00:00,Furniture,B_684410,29200
312282,33079,2020-07-13 16:34:41+00:00,Furniture,B_90210,570300
312315,37110,2020-07-13 16:35:47+00:00,Furniture,B_617520,861200
315993,60644,2020-07-13 16:42:09+00:00,Furniture,B_56210,444100
316042,7948,2020-07-13 16:43:25+00:00,Furniture,B_620210,24700
316047,56641,2020-07-13 16:43:30+00:00,Furniture,B_709370,712900
312618,17960,2020-07-13 16:46:00+00:00,Furniture,B_468360,268700
312630,40278,2020-07-13 16:46:28+00:00,Furniture,B_607210,229500
311066,50468,2020-07-13 16:50:35+00:00,Furniture,B_684510,427000
311133,77230,2020-07-13 16:53:34+00:00,Furniture,B_662510,779400
316455,44333,2020-07-13 16:56:21+00:00,Furniture,B_673510,965700
313017,47939,2020-07-13 17:00:25+00:00,Furniture,B_617510,128400
316614,21747,2020-07-13 17:01:13+00:00,Furniture,B_474530,687600
316681,69297,2020-07-13 17:03:27+00:00,Furniture,B_749210,604500
315095,29092,2020-07-13 17:11:08+00:00,Furniture,B_431210,971400
311922,33564,2020-07-13 17:21:05+00:00,Furniture,B_686210,685600
311957,73860,2020-07-13 17:22:43+00:00,Furniture,B_734360,805200
317244,35404,2020-07-13 17:22:51+00:00,Furniture,B_479510,750500
311994,56008,2020-07-13 17:24:08+00:00,Furniture,B_684370,551000
317444,24616,2020-07-13 17:29:33+00:00,Furniture,B_873570,333300
313841,73994,2020-07-13 17:29:53+00:00,Furniture,B_709580,182500
313868,40424,2020-07-13 17:30:55+00:00,Education,C_95210,844200
317481,74581,2020-07-13 17:30:55+00:00,Furniture,B_468210,368200
312318,37964,2020-07-13 17:35:59+00:00,Furniture,B_695210,303300
317713,196,2020-07-13 17:38:23+00:00,Furniture,B_409510,61200
314113,40376,2020-07-13 17:40:00+00:00,Furniture,B_451210,365400
314193,47424,2020-07-13 17:42:05+00:00,Furniture,B_626510,245000
312687,51360,2020-07-13 17:48:30+00:00,Furniture,B_468530,465600
316506,35138,2020-07-13 17:58:18+00:00,Furniture,B_406210,190400
313009,25355,2020-07-13 18:00:06+00:00,Furniture,B_662510,779400
316816,33674,2020-07-13 18:08:27+00:00,Furniture,B_468210,368200
313312,28704,2020-07-13 18:10:15+00:00,Furniture,B_619210,853500
318722,37813,2020-07-13 18:10:55+00:00,Furniture,B_712210,234900
313679,30066,2020-07-13 18:23:40+00:00,Furniture,B_32210,473700
319203,46735,2020-07-13 18:24:58+00:00,Furniture,B_72210,758200
313873,74493,2020-07-13 18:31:05+00:00,Furniture,B_684510,427000
319476,36405,2020-07-13 18:33:53+00:00,Furniture,B_617510,128400
314107,36227,2020-07-13 18:39:47+00:00,Furniture,B_886510,940400
317766,28615,2020-07-13 18:40:12+00:00,Furniture,B_423210,277400
315978,35472,2020-07-13 18:41:37+00:00,Furniture,B_708510,430600
316281,77213,2020-07-13 18:49:58+00:00,Furniture,B_686210,685600
319985,18874,2020-07-13 18:50:36+00:00,Furniture,B_686600,67400
318073,36067,2020-07-13 18:50:51+00:00,Furniture,B_251510,296800
320005,37704,2020-07-13 18:51:14+00:00,Furniture,B_661210,923500
316500,23839,2020-07-13 18:58:09+00:00,Furniture,B_617210,978900
318630,47071,2020-07-13 19:07:44+00:00,Furniture,B_915370,601100
314985,54719,2020-07-13 19:07:45+00:00,Furniture,B_427210,585800
316838,57441,2020-07-13 19:09:00+00:00,Furniture,B_406510,206400
318911,78175,2020-07-13 19:16:02+00:00,Furniture,B_423390,127900
315275,64508,2020-07-13 19:17:37+00:00,Furniture,B_878210,887500
317508,79627,2020-07-13 19:31:50+00:00,Furniture,B_891380,594100
315714,27412,2020-07-13 19:32:17+00:00,Furniture,B_684510,427000
319499,69154,2020-07-13 19:34:42+00:00,Furniture,B_20510,520700
315899,23149,2020-07-13 19:39:07+00:00,Furniture,B_56510,887100
317839,54586,2020-07-13 19:42:12+00:00,Furniture,B_248210,225900
316127,43583,2020-07-13 19:45:43+00:00,Furniture,B_251210,898900
319867,54139,2020-07-13 19:46:46+00:00,Furniture,B_682380,457600
319999,59701,2020-07-13 19:51:07+00:00,Furniture,B_684540,74400
320328,30297,2020-07-13 20:02:31+00:00,Furniture,B_451510,132100
322005,79386,2020-07-13 20:02:37+00:00,Furniture,B_72510,100800
322021,69112,2020-07-13 20:03:21+00:00,Furniture,B_617210,978900
320408,56324,2020-07-13 20:04:52+00:00,Furniture,B_745380,512300
316783,25472,2020-07-13 20:07:13+00:00,Furniture,B_728510,98900
320522,17406,2020-07-13 20:07:55+00:00,Furniture,B_406580,971900
322306,74953,2020-07-13 20:13:26+00:00,Furniture,B_32210,473700
318902,29229,2020-07-13 20:15:48+00:00,Furniture,B_72210,758200
319100,84316,2020-07-13 20:21:20+00:00,Furniture,B_684210,285200
322509,8227,2020-07-13 20:21:51+00:00,Furniture,B_66210,44800
320972,35159,2020-07-13 20:23:45+00:00,Education,C_95360,742600
317329,54859,2020-07-13 20:25:41+00:00,Furniture,B_684550,666600
317384,54256,2020-07-13 20:27:38+00:00,Furniture,B_9210,704100
321174,41277,2020-07-13 20:31:05+00:00,Furniture,B_878210,887500
319790,24180,2020-07-13 20:44:32+00:00,Furniture,B_708580,656500
319831,68176,2020-07-13 20:45:46+00:00,Furniture,B_251210,898900
323148,40402,2020-07-13 20:48:00+00:00,Furniture,B_684600,64600
318115,40207,2020-07-13 20:52:25+00:00,Furniture,B_406210,190400
320050,56216,2020-07-13 20:52:47+00:00,Furniture,B_642510,300700
321803,82289,2020-07-13 20:54:57+00:00,Furniture,B_693540,456600
318388,56734,2020-07-13 21:00:44+00:00,Furniture,B_9210,704100
323608,28772,2020-07-13 21:05:16+00:00,Furniture,B_476510,541800
318560,56366,2020-07-13 21:05:41+00:00,Furniture,B_891380,594100
318789,46646,2020-07-13 21:12:57+00:00,Furniture,B_708210,97400
323786,38839,2020-07-13 21:13:34+00:00,Furniture,B_479210,746300
318900,61007,2020-07-13 21:15:45+00:00,Furniture,B_462380,575300
318903,62888,2020-07-13 21:15:51+00:00,Furniture,B_702510,310100
323878,71790,2020-07-13 21:17:11+00:00,Furniture,B_251210,898900
322462,41434,2020-07-13 21:20:05+00:00,Furniture,B_708210,97400
323949,89928,2020-07-13 21:20:42+00:00,Furniture,B_617510,128400
324098,43332,2020-07-13 21:27:37+00:00,Furniture,B_687210,607600
319466,38039,2020-07-13 21:33:30+00:00,Furniture,B_617380,233900
322906,30494,2020-07-13 21:36:28+00:00,Furniture,B_407510,85900
324418,28873,2020-07-13 21:41:17+00:00,Furniture,B_69210,403200
324440,52340,2020-07-13 21:41:56+00:00,Furniture,B_55380,917000
321564,49037,2020-07-13 21:44:50+00:00,Furniture,B_646380,19000
320259,48498,2020-07-13 21:59:47+00:00,Furniture,B_663210,162900
320428,24983,2020-07-13 22:05:15+00:00,Furniture,B_619210,853500
320744,67591,2020-07-13 22:15:05+00:00,Furniture,B_617380,233900
323851,40249,2020-07-13 22:16:21+00:00,Furniture,B_469510,109100
325331,72848,2020-07-13 22:18:15+00:00,Furniture,B_617400,85400
323979,74314,2020-07-13 22:22:31+00:00,Furniture,B_46210,245000
324009,64182,2020-07-13 22:23:56+00:00,Furniture,B_684210,285200
322876,34102,2020-07-13 22:35:17+00:00,Furniture,B_728210,970500
324448,16637,2020-07-13 22:42:11+00:00,Furniture,B_744370,955800
321625,37726,2020-07-13 22:47:34+00:00,Furniture,B_695510,510100
323181,68045,2020-07-13 22:49:47+00:00,Furniture,B_873210,236600
324644,33141,2020-07-13 22:49:49+00:00,Education,C_9530,314700
321682,43157,2020-07-13 22:49:50+00:00,Furniture,B_251210,898900
323199,41866,2020-07-13 22:50:21+00:00,Education,C_94510,80900
323647,37540,2020-07-13 23:06:51+00:00,Furniture,B_468210,368200
325134,13465,2020-07-13 23:09:35+00:00,Furniture,B_594210,22500
326768,68996,2020-07-13 23:10:04+00:00,Furniture,B_409360,991300
323806,62258,2020-07-13 23:14:25+00:00,Furniture,B_734370,961100
323914,61715,2020-07-13 23:18:44+00:00,Furniture,B_451510,132100
327313,53347,2020-07-13 23:30:11+00:00,Furniture,B_709510,707900
325682,44450,2020-07-13 23:31:13+00:00,Education,C_99510,932800
325823,523,2020-07-13 23:37:00+00:00,Furniture,B_152510,637100
326183,47326,2020-07-13 23:50:01+00:00,Furniture,B_626210,309400
326188,56113,2020-07-13 23:50:14+00:00,Furniture,B_617390,331300
327951,20181,2020-07-13 23:58:10+00:00,Furniture,B_712380,878800
323462,79236,2020-07-13 23:59:25+00:00,Furniture,B_66210,44800
324885,23918,2020-07-13 23:59:49+00:00,Furniture,B_735510,546900
328064,52879,2020-07-14 00:02:29+00:00,Furniture,B_13210,931500
325171,43885,2020-07-14 00:10:59+00:00,Furniture,B_69510,609900
323746,31322,2020-07-14 00:11:52+00:00,Furniture,B_53510,970200
323879,18556,2020-07-14 00:17:11+00:00,Furniture,B_9210,704100
327189,59196,2020-07-14 00:25:21+00:00,Furniture,B_684510,427000
328831,21120,2020-07-14 00:37:53+00:00,Furniture,B_873360,377400
326016,62477,2020-07-14 00:43:37+00:00,Furniture,B_251210,898900
324480,49384,2020-07-14 00:43:40+00:00,Furniture,B_738510,753100
324579,55216,2020-07-14 00:47:30+00:00,Furniture,B_672210,220000
324628,50599,2020-07-14 00:48:58+00:00,Furniture,B_251510,296800
324710,47960,2020-07-14 00:53:01+00:00,Furniture,B_452510,425800
324755,49911,2020-07-14 00:54:37+00:00,Furniture,B_734510,436300
327863,64184,2020-07-14 00:54:50+00:00,Furniture,B_617510,128400
324780,22567,2020-07-14 00:55:36+00:00,Furniture,B_682510,241100
327913,23464,2020-07-14 00:56:47+00:00,Furniture,B_686210,685600
326424,13325,2020-07-14 00:57:59+00:00,Furniture,B_409210,841300
324847,23804,2020-07-14 00:58:29+00:00,Furniture,B_685360,246000
324867,55157,2020-07-14 00:59:17+00:00,Furniture,B_468210,368200
328032,27164,2020-07-14 01:01:37+00:00,Furniture,B_421390,503200
326553,50106,2020-07-14 01:02:09+00:00,Furniture,B_32360,79000
328112,23392,2020-07-14 01:03:33+00:00,Furniture,B_746410,888000
328114,53455,2020-07-14 01:03:37+00:00,Furniture,B_684410,29200
325052,50189,2020-07-14 01:05:54+00:00,Furniture,B_617390,331300
325055,62977,2020-07-14 01:06:05+00:00,Furniture,B_670510,403200
328205,69527,2020-07-14 01:07:51+00:00,Furniture,B_712510,558000
326699,52473,2020-07-14 01:08:01+00:00,Furniture,B_70510,133800
329511,12553,2020-07-14 01:13:05+00:00,Furniture,B_468360,268700
325367,30899,2020-07-14 01:19:35+00:00,Furniture,B_687400,245700
325426,58687,2020-07-14 01:21:18+00:00,Furniture,B_462210,705300
328537,65371,2020-07-14 01:23:21+00:00,Furniture,B_708380,838100
328660,60346,2020-07-14 01:30:08+00:00,Furniture,B_408210,584200
325701,32752,2020-07-14 01:32:04+00:00,Furniture,B_684410,29200
327443,24848,2020-07-14 01:36:14+00:00,Furniture,B_667210,684900
325925,58644,2020-07-14 01:40:57+00:00,Furniture,B_438510,460300
328981,55591,2020-07-14 01:46:49+00:00,Furniture,B_672210,220000
326480,71479,2020-07-14 01:59:36+00:00,Furniture,B_617410,632500
328011,32697,2020-07-14 02:00:40+00:00,Furniture,B_710210,518100
328444,63499,2020-07-14 02:19:40+00:00,Furniture,B_886510,940400
330012,21446,2020-07-14 02:43:39+00:00,Furniture,B_710380,968200
330852,57725,2020-07-14 02:51:31+00:00,Furniture,B_451210,365400
329100,62154,2020-07-14 02:52:03+00:00,Education,C_95210,844200
